hour,month,day_of_week,is_weekend,pm25,pm10,so2,nox,no2,co,wind_speed,temperature,humidity,pm_ratio,nox_so2_ratio,label
10,11,4,0,118.41,175.17,7.66,34.05,21.82,1.185,0.28,14.2,75.2,0.676,4.448,seasonal_inversion
18,8,4,0,47.79,83.71,4.84,14.97,9.93,0.358,4.22,44.0,38.0,0.571,3.094,unknown
6,1,1,0,132.58,204.04,11.76,50.4,32.35,0.169,0.52,24.8,70.2,0.65,4.286,seasonal_inversion
14,11,0,0,217.94,304.02,8.41,30.55,8.41,1.821,4.13,40.6,41.8,0.717,3.633,agricultural_burning
6,10,6,1,188.68,235.35,64.72,9.32,11.46,0.929,1.43,28.0,81.2,0.802,0.144,industrial
19,10,0,0,113.29,207.69,5.03,85.63,53.76,2.297,2.55,30.7,57.9,0.545,17.021,vehicular
1,7,1,0,141.36,175.99,25.69,10.76,7.76,1.132,3.59,27.7,100.0,0.803,0.419,industrial
4,5,6,1,177.47,267.39,61.52,23.79,15.62,0.738,3.3,26.4,70.0,0.664,0.387,industrial
6,1,2,0,99.7,134.6,12.31,36.05,21.36,0.795,1.23,34.9,66.8,0.741,2.929,seasonal_inversion
13,11,6,1,191.43,409.99,8.62,13.45,9.2,2.855,1.83,34.2,36.3,0.467,1.56,agricultural_burning
17,12,1,0,148.86,272.31,13.46,12.95,3.72,3.407,4.78,26.5,47.3,0.547,0.962,agricultural_burning
7,10,3,0,77.55,136.18,1.36,108.99,85.05,2.707,0.95,29.5,30.4,0.569,80.045,vehicular
9,2,4,0,130.36,156.04,16.56,10.59,5.77,1.275,0.25,26.3,65.4,0.835,0.64,seasonal_inversion
5,10,2,0,121.03,79.08,125.34,44.64,29.78,0.611,2.93,23.0,91.0,1.531,0.356,industrial
17,7,5,1,28.86,57.59,10.21,14.57,12.15,0.501,3.85,25.5,57.7,0.501,1.427,unknown
7,1,0,0,61.44,85.08,18.2,31.08,19.49,0.86,1.17,13.9,64.7,0.722,1.708,seasonal_inversion
19,11,3,0,100.5,152.39,2.36,111.99,65.39,1.331,1.52,33.8,71.7,0.66,47.54,vehicular
8,12,0,0,90.21,127.54,12.51,11.09,10.51,1.373,1.36,8.8,75.9,0.707,0.886,seasonal_inversion
17,3,3,0,150.29,217.91,11.98,6.88,5.36,1.519,2.77,30.6,79.6,0.69,0.574,agricultural_burning
10,2,1,0,62.99,90.67,4.37,16.52,14.09,0.328,1.44,31.1,62.5,0.695,3.779,unknown
18,8,3,0,54.17,59.28,1.6,101.22,63.02,2.64,1.93,27.3,58.6,0.914,63.147,vehicular
16,12,3,0,240.32,401.03,8.77,15.95,7.34,1.593,4.95,29.0,54.9,0.599,1.818,agricultural_burning
19,8,4,0,62.74,114.95,10.82,54.05,33.01,2.554,2.6,29.7,47.6,0.546,4.996,vehicular
10,2,3,0,138.94,224.16,8.36,41.42,20.17,1.419,0.57,26.4,98.0,0.62,4.957,seasonal_inversion
13,6,0,0,45.79,65.56,9.22,25.84,19.42,0.753,4.38,37.4,98.0,0.699,2.802,unknown
12,11,1,0,98.89,208.86,7.73,15.91,10.66,1.512,4.5,29.0,15.6,0.473,2.059,agricultural_burning
4,11,5,1,181.04,238.28,68.83,35.88,17.95,1.07,2.21,22.6,43.1,0.76,0.521,industrial
10,3,3,0,68.19,156.62,9.1,108.38,55.95,1.173,1.77,29.6,57.9,0.435,11.913,vehicular
11,7,6,1,51.08,95.45,11.36,16.38,8.57,0.758,2.78,24.0,68.8,0.535,1.442,unknown
18,9,2,0,105.55,162.35,7.94,130.37,71.6,2.686,1.8,27.6,76.4,0.65,16.415,vehicular
17,11,4,0,104.41,275.95,5.27,12.44,7.29,1.49,1.0,40.4,51.8,0.378,2.359,agricultural_burning
0,6,5,1,89.22,123.18,61.64,19.12,9.25,1.374,2.57,24.5,49.2,0.724,0.31,industrial
19,3,4,0,56.62,74.26,6.63,121.04,86.05,3.06,2.9,23.0,71.8,0.763,18.251,vehicular
13,3,5,1,33.93,18.15,7.26,16.52,11.6,0.458,7.81,28.7,75.6,1.869,2.276,unknown
6,10,4,0,24.84,15.37,6.16,17.39,8.44,0.565,7.73,31.4,47.0,1.616,2.824,unknown
6,12,4,0,57.18,81.02,20.38,7.76,1.94,0.55,2.32,19.9,49.4,0.706,0.381,unknown
1,1,2,0,170.82,301.35,111.05,57.9,32.8,0.581,3.69,26.9,65.6,0.567,0.521,industrial
19,8,2,0,59.63,71.3,3.76,78.07,33.56,2.43,2.58,36.8,78.1,0.836,20.75,vehicular
8,1,3,0,105.98,141.64,3.63,17.33,17.39,1.199,0.45,15.4,54.8,0.748,4.77,seasonal_inversion
22,7,4,0,166.71,183.15,88.09,36.77,21.29,1.485,3.42,29.7,45.1,0.91,0.417,industrial
8,12,4,0,140.15,244.33,12.53,29.24,24.11,0.53,1.14,15.4,68.4,0.574,2.334,seasonal_inversion
9,3,2,0,56.38,79.73,6.81,86.6,49.91,2.149,1.87,27.8,71.6,0.707,12.713,vehicular
6,2,6,1,119.29,200.76,8.85,35.36,30.62,0.426,0.86,12.5,71.3,0.594,3.997,seasonal_inversion
4,4,6,1,221.44,261.17,76.72,71.86,46.5,0.417,2.61,28.2,37.9,0.848,0.937,industrial
3,10,0,0,42.19,72.67,8.42,4.42,3.25,0.298,6.4,38.6,23.7,0.581,0.524,unknown
16,3,6,1,43.35,55.55,6.47,14.44,11.22,0.962,7.46,26.2,72.0,0.78,2.232,unknown
1,10,1,0,40.93,52.85,3.89,27.31,21.76,0.306,1.68,44.1,45.0,0.775,7.022,unknown
8,12,1,0,90.97,158.29,21.42,30.49,22.4,1.111,1.06,19.1,40.0,0.575,1.424,seasonal_inversion
9,4,1,0,139.37,254.6,2.74,7.53,3.32,1.788,3.33,25.4,19.9,0.547,2.749,agricultural_burning
9,12,1,0,75.35,144.9,3.16,15.8,8.33,1.824,1.74,28.4,21.1,0.52,5.001,agricultural_burning
16,11,1,0,161.8,283.87,13.84,12.72,4.31,0.908,2.16,36.9,40.4,0.57,0.919,agricultural_burning
19,9,0,0,90.19,162.01,10.79,78.81,49.24,2.846,1.11,28.9,90.0,0.557,7.305,vehicular
9,9,2,0,68.78,99.16,3.75,123.5,89.17,2.882,2.54,38.9,46.1,0.694,32.906,vehicular
10,1,1,0,91.18,115.78,12.62,62.0,47.37,1.062,1.21,16.5,57.0,0.788,4.911,seasonal_inversion
10,4,2,0,16.95,19.18,8.22,3.69,-0.29,0.133,5.34,10.8,72.7,0.884,0.449,unknown
16,12,6,1,205.06,316.34,2.94,22.59,13.4,1.035,3.61,23.0,68.3,0.648,7.688,agricultural_burning
7,2,5,1,57.13,59.5,5.84,21.13,15.53,0.576,0.41,18.8,72.7,0.96,3.617,seasonal_inversion
8,11,3,0,62.4,122.47,10.17,51.85,30.12,0.861,1.45,30.6,83.9,0.51,5.097,seasonal_inversion
9,12,4,0,93.32,90.25,12.71,30.55,18.05,0.925,0.7,16.2,79.5,1.034,2.403,seasonal_inversion
5,12,4,0,114.28,154.11,8.95,33.64,20.08,0.68,0.02,20.6,85.4,0.742,3.759,seasonal_inversion
1,12,5,1,101.28,124.22,74.72,27.2,12.35,0.755,0.56,32.8,76.6,0.815,0.364,industrial
7,11,0,0,82.6,98.52,15.26,42.52,21.77,1.056,1.32,25.6,58.9,0.838,2.787,seasonal_inversion
7,2,3,0,76.3,103.45,19.39,52.02,39.09,1.253,0.01,26.1,71.2,0.738,2.683,seasonal_inversion
22,8,3,0,181.0,230.35,87.6,57.46,38.19,0.416,0.67,24.6,68.7,0.786,0.656,industrial
9,11,4,0,78.37,116.95,13.53,27.02,18.35,0.895,1.07,11.2,50.9,0.67,1.996,seasonal_inversion
11,3,2,0,107.23,278.25,9.81,34.09,21.84,1.085,3.73,29.9,36.4,0.385,3.475,agricultural_burning
2,4,3,0,144.06,161.63,67.22,43.0,21.13,1.041,1.36,35.6,71.8,0.891,0.64,industrial
9,5,3,0,90.72,173.14,6.75,76.38,51.36,2.015,1.13,32.8,70.7,0.524,11.315,vehicular
13,5,3,0,61.74,74.73,5.45,12.97,4.13,0.111,2.23,29.1,70.5,0.826,2.382,unknown
9,1,6,1,132.64,179.23,17.46,17.88,12.37,1.143,0.4,15.1,88.7,0.74,1.024,seasonal_inversion
2,5,6,1,122.93,163.76,64.45,63.64,31.81,0.482,0.99,12.6,58.6,0.751,0.987,industrial
10,3,2,0,109.09,187.69,6.09,111.23,76.35,2.932,1.54,32.0,72.2,0.581,18.254,vehicular
18,2,6,1,33.1,34.57,1.07,8.57,8.26,0.343,7.68,31.7,35.3,0.957,8.04,unknown
11,2,2,0,33.34,40.59,7.55,22.46,16.73,0.289,2.82,29.8,98.0,0.821,2.974,unknown
19,1,1,0,65.81,104.49,8.66,29.52,25.83,0.745,5.2,34.0,60.9,0.63,3.409,unknown
10,12,4,0,138.23,194.19,3.85,16.37,9.39,1.162,0.26,9.0,72.2,0.712,4.258,seasonal_inversion
1,12,0,0,157.35,197.51,90.54,30.78,21.56,0.917,3.77,29.8,35.3,0.797,0.34,industrial
10,12,5,1,111.43,178.04,18.63,43.8,30.56,1.193,0.29,21.3,59.2,0.626,2.351,seasonal_inversion
10,1,4,0,87.73,138.43,3.54,92.87,59.35,1.462,2.76,26.2,51.5,0.634,26.245,vehicular
5,11,2,0,81.52,104.61,5.02,41.73,29.0,1.344,0.73,26.9,61.8,0.779,8.311,seasonal_inversion
7,2,2,0,84.37,67.28,11.23,22.98,14.22,0.77,0.58,18.4,66.6,1.254,2.047,seasonal_inversion
8,11,4,0,44.89,88.26,6.7,67.94,50.65,1.756,2.64,18.7,81.9,0.509,10.135,vehicular
8,12,4,0,136.97,187.46,6.38,36.19,24.54,0.36,0.11,14.0,79.1,0.731,5.676,seasonal_inversion
7,6,2,0,49.21,100.06,3.57,90.46,66.71,2.182,0.79,34.0,49.6,0.492,25.363,vehicular
8,10,2,0,94.26,169.27,5.29,108.59,80.0,1.119,2.03,31.6,60.1,0.557,20.535,vehicular
14,8,4,0,37.15,63.35,7.8,5.8,2.42,0.785,2.44,34.9,67.5,0.586,0.743,unknown
8,12,5,1,104.36,117.47,5.4,41.87,34.73,0.991,0.39,18.1,81.0,0.888,7.76,seasonal_inversion
9,2,0,0,124.91,178.15,19.48,38.95,22.03,0.691,0.18,12.6,86.2,0.701,1.999,seasonal_inversion
10,5,2,0,83.8,173.87,3.39,114.98,72.5,3.385,0.58,19.5,66.5,0.482,33.875,vehicular
9,2,0,0,107.93,143.07,12.52,6.92,5.97,1.404,1.48,16.6,66.0,0.754,0.553,seasonal_inversion
5,11,1,0,94.94,129.52,6.53,28.05,14.82,0.927,0.77,16.0,81.0,0.733,4.298,seasonal_inversion
20,5,2,0,105.97,144.02,8.17,122.81,89.88,3.821,2.66,29.9,65.5,0.736,15.032,vehicular
23,2,6,1,204.88,248.29,83.25,34.6,29.65,1.114,2.1,30.3,52.0,0.825,0.416,industrial
9,3,4,0,95.36,142.89,6.49,100.35,57.53,2.343,1.97,34.1,60.8,0.667,15.465,vehicular
2,5,1,0,189.93,237.61,78.29,29.61,22.74,0.849,1.35,29.7,48.5,0.799,0.378,industrial
16,3,5,1,287.58,416.47,6.45,19.43,14.01,2.322,2.92,33.7,56.2,0.691,3.01,agricultural_burning
11,3,5,1,47.05,63.19,6.81,36.55,22.56,0.72,3.64,24.5,60.7,0.745,5.369,unknown
7,6,0,0,78.19,104.98,4.26,137.84,95.74,2.637,2.87,27.8,78.3,0.745,32.322,vehicular
15,12,4,0,213.92,388.85,4.32,4.36,-0.54,1.437,4.87,34.7,47.0,0.55,1.008,agricultural_burning
5,11,4,0,85.56,140.62,12.41,24.13,23.76,0.688,0.99,22.6,58.1,0.608,1.944,seasonal_inversion
6,1,1,0,99.79,154.48,7.34,21.37,16.23,1.002,0.74,16.9,78.4,0.646,2.913,seasonal_inversion
20,11,1,0,69.69,121.47,9.02,51.33,29.48,3.044,2.56,34.0,49.4,0.574,5.688,vehicular
20,5,0,0,31.57,32.13,0.79,63.1,45.43,2.263,2.15,24.8,52.7,0.982,79.722,vehicular
22,5,1,0,30.8,39.15,1.48,40.38,18.41,0.558,2.39,29.4,64.3,0.787,27.336,unknown
8,6,4,0,66.93,89.51,6.94,48.15,24.07,1.988,0.52,33.5,38.1,0.748,6.942,vehicular
7,12,3,0,97.66,151.02,20.45,27.76,24.15,1.352,1.32,9.1,56.3,0.647,1.357,seasonal_inversion
15,12,1,0,36.86,50.61,8.83,27.37,11.41,0.583,6.78,43.0,50.0,0.728,3.101,unknown
23,4,3,0,175.94,221.75,72.39,7.06,5.43,0.94,3.32,31.1,83.4,0.793,0.097,industrial
17,3,2,0,128.41,259.62,6.19,83.18,57.44,2.137,0.96,27.4,43.0,0.495,13.433,vehicular
9,6,5,1,69.68,88.93,7.77,10.26,4.85,0.548,7.11,25.2,96.8,0.783,1.32,unknown
5,1,6,1,89.16,131.14,6.93,31.54,23.76,1.248,1.31,21.7,82.4,0.68,4.554,seasonal_inversion
7,1,3,0,79.83,101.95,1.97,30.92,14.61,0.488,0.02,12.1,68.8,0.783,15.73,seasonal_inversion
6,12,1,0,110.65,121.82,9.27,32.5,16.99,1.095,0.82,23.0,63.7,0.908,3.506,seasonal_inversion
13,4,3,0,176.08,248.69,13.46,2.31,-0.94,2.407,4.41,33.2,45.0,0.708,0.172,agricultural_burning
6,12,2,0,127.71,153.59,95.54,23.68,12.85,1.072,3.41,24.9,59.6,0.831,0.248,industrial
2,11,2,0,125.07,215.33,68.21,39.08,28.12,0.769,2.81,35.7,41.4,0.581,0.573,industrial
0,7,2,0,39.23,67.08,2.75,18.01,15.48,0.379,4.01,24.9,41.8,0.585,6.552,unknown
10,6,2,0,90.77,133.0,9.52,61.05,33.37,2.987,1.72,32.4,72.5,0.682,6.414,vehicular
7,2,1,0,57.93,112.94,3.48,73.08,55.49,2.52,1.33,33.3,50.2,0.513,21.016,vehicular
10,12,0,0,106.06,270.01,6.72,26.44,16.53,1.445,2.6,37.5,64.0,0.393,3.933,agricultural_burning
3,3,0,0,12.92,26.37,5.56,32.19,16.87,0.329,3.67,30.2,48.4,0.49,5.787,unknown
10,12,4,0,170.24,239.35,15.77,26.64,13.51,2.81,4.91,31.5,32.8,0.711,1.689,agricultural_burning
18,12,0,0,125.85,290.97,5.73,11.31,6.23,1.737,1.69,23.7,45.4,0.433,1.974,agricultural_burning
7,12,2,0,75.98,86.52,0.95,88.97,49.95,3.862,1.45,21.8,82.1,0.878,93.324,vehicular
9,9,0,0,69.95,124.95,-0.76,54.96,29.49,1.633,2.32,23.0,51.7,0.56,5.0,vehicular
8,1,6,1,63.43,64.02,-2.83,37.67,32.0,0.44,0.18,23.6,71.0,0.991,5.0,seasonal_inversion
17,6,2,0,72.7,128.63,6.31,97.68,74.98,3.377,2.21,32.5,90.0,0.565,15.482,vehicular
5,1,2,0,75.96,112.78,10.36,23.57,18.64,1.168,0.93,18.1,69.5,0.673,2.274,seasonal_inversion
6,12,5,1,125.33,195.28,18.76,14.97,4.77,0.825,0.89,14.9,74.0,0.642,0.798,seasonal_inversion
16,1,2,0,76.51,83.03,8.0,14.34,7.94,0.549,3.96,22.9,71.4,0.921,1.793,unknown
17,1,1,0,59.88,80.79,7.84,74.87,52.77,3.282,2.63,29.0,57.6,0.741,9.555,vehicular
16,3,3,0,218.55,314.99,3.23,14.84,5.79,1.644,4.69,34.1,50.4,0.694,4.597,agricultural_burning
10,4,1,0,154.78,262.68,12.36,16.95,3.7,2.455,1.24,41.3,16.0,0.589,1.371,agricultural_burning
9,1,4,0,54.44,44.99,10.78,44.31,26.85,0.641,1.19,10.5,65.3,1.21,4.111,seasonal_inversion
15,3,4,0,148.85,271.4,7.6,4.03,2.49,2.602,3.39,32.4,54.6,0.548,0.53,agricultural_burning
22,12,4,0,175.72,203.08,83.33,49.13,39.94,0.789,1.17,29.6,61.6,0.865,0.59,industrial
9,4,2,0,113.21,174.07,0.04,4.52,3.22,2.988,3.89,23.9,72.2,0.65,104.949,agricultural_burning
14,3,5,1,41.62,84.75,9.58,22.26,14.58,0.35,2.85,22.4,56.4,0.491,2.323,unknown
7,12,2,0,64.87,47.0,4.72,59.35,34.5,0.381,1.1,17.5,69.4,1.38,12.578,seasonal_inversion
17,4,3,0,157.61,318.84,8.23,20.47,13.72,1.85,1.39,32.1,45.3,0.494,2.488,agricultural_burning
0,11,1,0,185.67,206.41,78.81,26.3,24.98,0.782,3.34,15.9,37.4,0.9,0.334,industrial
0,9,3,0,122.77,132.05,93.11,45.09,26.57,0.545,3.56,32.9,64.0,0.93,0.484,industrial
10,11,1,0,104.84,128.72,26.94,32.18,22.06,1.279,0.07,18.9,68.8,0.814,1.194,seasonal_inversion
9,12,0,0,62.67,81.53,5.01,37.13,29.49,1.183,0.05,26.1,79.5,0.769,7.417,seasonal_inversion
12,11,2,0,170.92,292.88,13.37,27.05,13.9,2.761,2.74,25.6,39.4,0.584,2.023,agricultural_burning
17,3,3,0,111.18,154.63,10.56,5.65,3.58,2.405,1.39,36.7,15.0,0.719,0.535,agricultural_burning
5,5,3,0,175.42,234.34,64.02,51.96,37.42,0.795,3.24,32.3,75.1,0.749,0.812,industrial
6,2,3,0,110.3,142.04,11.32,28.43,23.21,1.486,0.27,14.7,74.2,0.777,2.511,seasonal_inversion
18,9,4,0,25.77,46.72,-1.25,21.28,14.3,0.398,4.41,38.6,49.1,0.552,5.0,unknown
10,3,3,0,140.99,325.45,15.59,20.63,14.36,1.452,2.05,36.6,36.9,0.433,1.323,agricultural_burning
7,4,1,0,42.58,66.93,0.44,54.27,36.21,2.717,2.24,30.8,35.5,0.636,123.128,vehicular
15,3,1,0,156.47,262.51,15.13,13.14,9.26,2.357,4.13,31.5,26.6,0.596,0.869,agricultural_burning
9,11,6,1,110.09,117.57,10.0,32.37,19.87,0.572,1.06,14.2,79.5,0.936,3.237,seasonal_inversion
9,11,3,0,45.12,60.7,8.56,30.93,21.42,0.4,1.79,24.0,90.7,0.743,3.615,unknown
17,11,1,0,102.54,226.41,3.57,15.74,11.15,1.718,1.9,30.2,62.8,0.453,4.404,agricultural_burning
14,3,5,1,152.69,296.39,16.61,29.16,6.97,2.295,3.06,35.6,40.6,0.515,1.755,agricultural_burning
18,7,4,0,111.0,157.08,7.35,149.14,108.65,1.689,2.52,28.3,43.9,0.707,20.284,vehicular
8,1,1,0,91.18,173.51,1.12,129.17,92.24,2.348,1.13,37.2,45.9,0.526,115.457,vehicular
9,9,0,0,59.01,127.15,6.52,88.41,63.42,4.015,0.78,41.0,65.0,0.464,13.552,vehicular
17,12,6,1,147.11,200.67,11.95,16.66,9.92,1.059,4.5,25.6,66.8,0.733,1.394,agricultural_burning
23,11,3,0,144.62,194.15,68.81,32.35,24.14,0.455,1.93,23.7,58.1,0.745,0.47,industrial
4,8,1,0,177.99,226.78,80.52,47.26,36.53,0.579,3.07,16.7,94.9,0.785,0.587,industrial
13,3,4,0,104.15,257.43,2.44,21.62,12.13,1.687,3.93,24.8,31.9,0.405,8.871,agricultural_burning
5,1,0,0,109.61,145.13,13.56,25.46,16.73,0.742,0.36,18.4,69.4,0.755,1.877,seasonal_inversion
10,9,3,0,34.01,48.64,6.21,7.58,3.48,0.607,1.9,25.6,46.9,0.699,1.22,unknown
0,9,6,1,37.57,46.5,11.55,19.31,5.76,0.416,4.52,30.6,73.8,0.808,1.672,unknown
7,12,1,0,61.18,71.42,5.33,54.05,24.47,1.537,2.94,29.3,41.4,0.857,10.147,vehicular
23,5,3,0,166.36,243.15,62.83,49.88,37.35,0.202,2.92,32.9,66.1,0.684,0.794,industrial
8,1,2,0,85.16,98.72,2.09,119.06,90.29,1.957,1.93,29.9,58.0,0.863,56.893,vehicular
7,2,1,0,166.66,235.09,5.25,14.58,9.6,1.007,0.61,16.0,81.2,0.709,2.777,seasonal_inversion
17,10,1,0,180.32,328.39,12.8,35.58,17.36,1.72,1.31,28.8,34.3,0.549,2.779,agricultural_burning
5,10,6,1,57.39,106.16,48.48,15.37,9.85,0.789,1.27,32.4,52.0,0.541,0.317,industrial
7,11,0,0,71.84,117.54,8.72,24.38,12.41,0.918,0.17,17.4,87.4,0.611,2.796,seasonal_inversion
20,2,4,0,81.43,147.95,11.33,69.1,29.8,1.867,2.13,37.9,54.5,0.55,6.101,vehicular
18,4,3,0,76.7,161.78,10.76,36.94,14.8,2.607,4.86,30.0,63.7,0.474,3.434,agricultural_burning
10,1,0,0,60.6,84.33,11.98,25.65,23.31,0.436,1.35,18.8,60.6,0.719,2.14,seasonal_inversion
0,5,6,1,43.68,62.19,9.52,29.18,14.0,0.794,4.7,32.6,69.5,0.702,3.066,unknown
2,5,1,0,26.6,37.1,11.79,29.81,19.23,0.486,7.31,27.1,95.5,0.717,2.528,unknown
6,7,5,1,122.02,199.04,54.5,57.31,45.51,0.993,3.31,27.2,83.3,0.613,1.052,industrial
9,9,3,0,108.12,193.17,5.33,72.39,42.42,3.15,0.56,32.3,65.1,0.56,13.569,vehicular
18,6,4,0,15.91,29.7,3.64,19.46,14.31,0.627,1.0,24.8,66.1,0.536,5.351,unknown
10,7,4,0,26.08,37.59,1.54,26.67,16.71,0.597,2.0,30.6,38.1,0.694,17.358,unknown
9,12,1,0,77.05,136.16,5.22,86.83,53.23,2.089,1.31,26.6,66.2,0.566,16.645,vehicular
2,2,6,1,113.3,143.99,67.68,49.11,24.82,0.834,2.35,35.7,69.1,0.787,0.726,industrial
10,1,3,0,45.46,73.09,7.36,114.27,65.81,1.906,0.59,28.5,50.5,0.622,15.523,vehicular
8,2,2,0,106.87,143.76,9.58,34.76,27.61,0.82,0.64,21.3,73.9,0.743,3.627,seasonal_inversion
4,8,1,0,23.54,50.91,8.41,27.29,13.77,0.358,1.8,30.4,75.4,0.462,3.246,unknown
23,3,0,0,38.49,40.6,5.91,0.92,-0.5,0.635,4.62,27.3,48.1,0.948,0.155,unknown
10,1,2,0,64.07,99.4,14.17,37.13,19.29,0.793,1.23,18.0,73.0,0.645,2.621,seasonal_inversion
23,9,4,0,178.5,250.86,68.72,3.22,-3.72,1.148,3.65,21.9,80.2,0.712,0.047,industrial
5,2,1,0,58.06,94.31,3.08,21.89,20.56,0.632,4.9,40.4,60.5,0.616,7.106,unknown
17,4,2,0,27.7,25.74,5.04,8.76,8.28,0.522,6.46,18.1,19.5,1.076,1.738,unknown
9,10,1,0,193.78,380.26,10.08,17.53,9.15,2.618,4.7,37.5,27.1,0.51,1.739,agricultural_burning
7,2,0,0,102.23,194.29,3.25,96.95,50.31,2.527,1.25,31.2,34.2,0.526,29.853,vehicular
0,3,0,0,165.01,159.05,26.96,41.64,24.28,0.481,0.75,26.3,66.9,1.037,1.544,industrial
9,4,3,0,88.49,117.22,8.72,54.47,26.29,1.847,2.82,17.6,30.6,0.755,6.25,vehicular
17,7,4,0,53.4,60.45,17.95,30.81,19.15,0.469,4.84,22.7,91.8,0.883,1.716,unknown
7,8,4,0,49.26,94.34,8.14,133.07,88.7,2.668,2.1,27.3,57.2,0.522,16.343,vehicular
8,2,3,0,113.33,141.03,9.25,27.49,19.14,1.32,0.85,22.4,79.8,0.804,2.973,seasonal_inversion
11,10,1,0,148.42,267.7,13.56,20.0,12.43,1.274,1.36,35.9,43.1,0.554,1.475,agricultural_burning
22,2,1,0,153.76,218.36,128.54,18.77,14.15,1.353,3.11,24.7,64.5,0.704,0.146,industrial
19,12,2,0,75.37,139.17,5.32,80.01,50.1,2.311,1.38,34.2,28.9,0.542,15.051,vehicular
8,3,4,0,58.38,95.76,7.75,100.76,61.09,3.121,0.52,26.9,59.1,0.61,13.007,vehicular
9,1,4,0,72.86,107.67,16.16,37.69,27.71,0.737,1.34,17.7,76.7,0.677,2.332,seasonal_inversion
6,1,3,0,58.16,52.01,3.27,27.49,15.8,0.829,6.45,32.7,86.5,1.118,8.412,unknown
6,8,4,0,204.57,212.58,88.15,29.5,17.58,1.08,0.88,24.7,45.2,0.962,0.335,industrial
22,3,6,1,107.32,122.78,36.17,41.5,26.96,0.602,3.63,32.9,70.1,0.874,1.147,industrial
9,2,1,0,77.46,141.65,9.16,114.63,65.7,1.742,1.05,30.2,49.6,0.547,12.513,vehicular
18,1,0,0,71.05,111.5,-1.57,91.37,50.78,2.675,2.49,19.6,44.9,0.637,5.0,vehicular
8,3,2,0,64.96,94.05,4.35,106.14,62.6,3.453,1.43,29.9,82.1,0.691,24.39,vehicular
4,3,1,0,165.05,224.54,46.31,57.5,34.59,1.539,3.58,32.7,65.7,0.735,1.242,industrial
12,10,2,0,144.71,249.03,13.59,17.91,11.22,1.552,2.67,24.7,32.0,0.581,1.317,agricultural_burning
3,5,2,0,166.28,215.42,41.3,32.71,12.6,0.516,3.54,37.6,62.9,0.772,0.792,industrial
13,12,6,1,48.94,80.36,6.91,0.38,1.01,0.093,3.17,27.5,52.0,0.609,0.055,unknown
18,10,4,0,203.53,374.78,10.07,27.87,18.73,2.2,3.86,33.2,31.9,0.543,2.768,agricultural_burning
5,2,2,0,69.83,75.34,7.45,20.76,14.78,0.633,0.39,15.9,63.5,0.927,2.786,seasonal_inversion
6,3,3,0,126.6,174.49,77.23,24.14,9.79,0.582,1.59,21.8,79.6,0.726,0.313,industrial
23,9,6,1,207.96,296.29,84.61,49.91,40.92,0.545,2.64,34.6,79.9,0.702,0.59,industrial
16,10,2,0,92.26,238.01,2.34,22.81,13.82,1.704,3.67,36.0,43.1,0.388,9.769,agricultural_burning
10,12,1,0,134.49,199.99,12.9,18.59,5.47,1.056,1.43,16.1,49.4,0.672,1.44,seasonal_inversion
6,11,0,0,179.68,234.23,50.95,10.56,9.04,1.023,3.03,31.6,28.6,0.767,0.207,industrial
0,6,6,1,186.72,257.77,107.66,24.35,12.16,0.766,2.7,21.7,77.7,0.724,0.226,industrial
10,12,2,0,139.42,179.25,7.58,28.82,20.47,0.345,0.42,21.6,78.7,0.778,3.802,seasonal_inversion
9,12,3,0,55.79,65.54,7.14,10.23,7.43,0.821,5.2,29.0,52.3,0.851,1.431,unknown
0,6,3,0,268.95,301.72,79.18,46.73,29.58,0.617,1.92,26.7,43.7,0.891,0.59,industrial
7,12,1,0,101.7,143.45,19.25,15.85,12.23,1.331,1.2,14.5,64.1,0.709,0.823,seasonal_inversion
9,10,5,1,30.71,36.7,9.87,5.4,5.21,0.474,1.58,39.9,57.5,0.837,0.547,unknown
1,2,2,0,48.7,53.07,10.37,31.76,20.6,0.442,4.97,32.9,38.3,0.918,3.062,unknown
2,2,0,0,20.26,28.12,3.63,10.68,5.66,0.367,1.07,25.0,44.6,0.721,2.943,unknown
23,3,6,1,147.82,166.65,65.05,46.61,36.36,0.693,1.12,30.7,54.1,0.887,0.717,industrial
14,12,2,0,139.24,197.91,9.0,13.28,7.47,1.855,4.4,27.4,57.0,0.704,1.476,agricultural_burning
5,4,0,0,172.64,251.39,99.55,51.82,40.92,1.133,0.62,32.3,63.7,0.687,0.521,industrial
16,10,6,1,151.39,257.47,11.06,30.76,12.0,2.028,2.78,30.8,58.3,0.588,2.781,agricultural_burning
6,4,0,0,177.64,237.61,51.44,1.94,2.64,0.681,2.08,28.8,30.7,0.748,0.038,industrial
20,4,4,0,15.85,50.45,2.86,103.48,61.17,1.527,2.98,27.7,47.1,0.314,36.171,vehicular
12,4,5,1,42.7,44.09,12.81,3.73,0.2,0.624,4.79,29.0,56.3,0.968,0.291,unknown
2,9,5,1,210.66,261.73,77.55,35.8,24.22,0.598,2.8,25.7,58.9,0.805,0.462,industrial
10,8,1,0,29.62,50.55,6.52,96.26,54.82,2.421,0.97,32.1,57.2,0.586,14.762,vehicular
8,12,2,0,79.37,119.01,17.94,39.64,26.6,1.405,0.28,13.8,56.5,0.667,2.209,seasonal_inversion
